Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,female,male
1,2,66.0,0,0,29.49,3,1,0
1,2,74.0,1,1,30.68,2,1,0
1,3,39.0,0,0,24.5,2,1,0
1,1,28.0,0,0,31.33,2,1,0
1,1,44.0,0,0,7.34,3,1,0
1,1,48.0,1,2,99.46,2,0,1
1,2,13.0,0,0,27.56,3,1,0
1,1,66.0,0,0,31.28,1,1,0
1,1,51.0,2,0,54.47,2,0,1
1,2,18.0,0,0,12.63,2,1,0
1,1,20.0,0,0,63.58,2,0,1
1,2,52.0,0,0,13.18,3,1,0
1,2,28.0,0,0,8.55,2,1,0
1,3,44.0,0,0,10.15,2,1,0
1,1,49.0,1,0,21.12,2,0,1
1,1,53.0,0,0,55.5,3,1,0
1,1,62.0,0,0,60.67,2,1,0
1,3,30.0,0,0,35.45,3,0,1
1,1,53.0,0,0,26.34,1,1,0
1,2,47.0,0,0,13.14,3,0,1
1,1,27.0,0,0,63.58,3,1,0
1,1,50.0,0,0,32.48,2,1,0
1,1,45.0,0,0,13.33,2,0,1
1,1,45.0,0,0,25.05,3,1,0
1,2,5.0,1,1,34.7,2,1,0
1,2,45.0,0,0,6.53,3,1,0
1,1,47.0,0,0,63.58,3,1,0
1,2,59.0,0,0,9.1,3,1,0
1,3,23.0,0,0,9.7,3,0,1
1,1,51.0,1,2,32.48,3,1,0
1,2,52.0,1,0,17.17,2,0,1
1,1,44.0,0,0,29.05,2,1,0
1,2,26.0,0,0,12.38,3,1,0
1,1,51.0,0,2,63.58,3,1,0
1,3,47.0,2,0,10.94,3,0,1
1,3,5.0,0,0,9.68,3,1,0
1,3,48.0,0,2,9.7,3,1,0
1,2,57.0,0,0,26.97,1,1,0
1,2,58.0,0,0,20.93,3,0,1
1,2,50.0,0,1,10.37,2,1,0
1,1,55.0,0,2,74.86,2,1,0
1,2,81.0,0,0,9.35,1,1,0
1,3,2.0,1,2,31.62,3,1,0
1,2,41.0,0,0,24.85,3,0,1
1,2,67.0,2,1,26.72,2,1,0
1,1,33.0,0,0,31.87,2,0,1
1,2,32.0,0,0,25.05,2,1,0
1,1,65.0,0,0,31.9,2,1,0
1,3,5.0,1,2,31.15,2,1,0
1,3,57.0,0,0,13.62,1,1,0
1,1,47.0,0,0,13.73,2,0,1
1,1,36.0,1,0,63.58,2,1,0
1,3,28.0,0,0,19.46,2,0,1
1,1,58.0,0,2,26.18,2,0,1
1,1,62.0,0,0,11.38,2,1,0
1,1,40.0,1,0,88.76,3,1,0
1,2,41.0,0,0,30.08,1,1,0
1,1,44.0,0,0,7.37,3,1,0
1,2,51.0,0,1,7.62,3,1,0
1,2,31.0,2,2,27.7,3,1,0
1,1,46.0,1,2,26.39,3,0,1
1,3,8.0,1,2,36.77,3,1,0
1,1,49.0,0,0,63.58,2,1,0
1,1,23.0,0,0,33.97,2,0,1
1,2,20.0,3,0,22.65,3,0,1
1,3,36.0,0,0,7.44,3,1,0
1,1,53.0,0,0,57.42,2,0,1
1,2,46.0,0,0,26.17,3,1,0
1,1,71.0,0,0,27.59,1,1,0
1,3,3.0,0,0,21.31,3,1,0
1,1,50.0,0,0,63.58,2,1,0
1,3,19.0,0,0,7.48,3,0,1
1,1,62.0,0,2,68.86,1,1,0
1,3,36.0,0,0,9.74,2,1,0
1,3,72.0,0,0,10.94,3,1,0
1,2,22.0,0,0,8.88,3,1,0
1,2,68.0,0,0,32.07,3,1,0
1,3,11.0,0,0,12.29,3,1,0
1,1,62.0,0,2,60.57,2,1,0
1,1,47.0,1,1,82.37,2,1,0
1,1,58.0,0,0,111.93,1,1,0
1,1,29.0,1,2,31.61,2,1,0
1,1,63.0,1,1,107.77,1,0,1
1,3,2.0,1,2,36.05,3,1,0
1,3,2.0,1,2,32.27,3,1,0
1,2,54.0,0,0,26.27,3,1,0
1,1,58.0,0,0,27.28,3,0,1
1,3,5.0,1,2,36.92,3,1,0
1,3,65.0,0,0,29.5,2,1,0
1,3,6.0,1,2,10.94,3,0,1
1,3,32.0,0,0,15.04,2,0,1
1,2,48.0,0,0,33.54,2,1,0
1,3,8.0,1,2,27.14,3,1,0
1,3,42.0,0,0,22.53,2,1,0
1,2,48.0,0,0,11.03,3,1,0
1,1,46.0,1,0,82.36,3,0,1
1,3,18.0,0,0,9.27,3,0,1
1,1,57.0,0,0,11.58,2,1,0
1,3,28.0,0,0,8.51,3,0,1
1,1,54.0,1,0,63.58,2,1,0
1,3,11.0,0,0,25.34,3,1,0
1,2,10.0,1,1,34.86,3,1,0
1,2,6.0,1,1,30.08,2,1,0
1,1,38.0,1,2,29.73,3,0,1
1,1,48.0,0,0,63.58,2,1,0
1,1,28.0,0,0,85.04,2,1,0
1,3,67.0,1,0,11.5,3,0,1
1,3,31.0,0,0,5.88,3,0,1
1,3,19.0,0,0,12.31,3,1,0
1,1,37.0,0,0,32.26,2,0,1
1,1,36.0,0,0,9.64,3,1,0
1,2,1.0,0,2,10.83,3,0,1
1,3,55.0,0,1,15.82,3,1,0
1,1,49.0,1,1,27.76,3,1,0
1,1,47.0,1,1,26.69,2,1,0
1,1,37.0,0,0,28.25,2,1,0
1,1,30.0,0,0,12.19,2,1,0
1,2,38.0,0,1,32.01,3,1,0
1,1,61.0,0,0,63.58,2,1,0
1,1,30.0,0,0,9.72,2,1,0
1,3,6.0,0,0,8.06,2,1,0
1,3,11.0,0,0,9.4,1,1,0
1,1,47.0,1,0,63.58,2,1,0
1,1,22.0,0,0,33.01,2,1,0
1,2,53.0,0,1,10.11,2,1,0
1,3,40.0,1,2,26.28,3,1,0
1,1,45.0,0,0,59.02,2,0,1
1,3,43.0,1,0,10.94,3,0,1
1,2,53.0,0,1,9.52,3,1,0
1,1,29.0,0,0,86.9,3,0,1
1,1,36.0,1,0,74.69,2,0,1
1,2,38.0,0,0,25.7,3,1,0
1,3,4.0,1,1,30.95,3,1,0
1,2,67.0,0,0,27.34,3,0,1
1,1,43.0,0,0,63.58,2,0,1
1,1,66.0,0,0,21.64,3,1,0
1,3,24.0,0,0,26.51,3,0,1
1,3,33.0,0,0,8.51,3,0,1
1,1,55.0,1,0,76.89,2,1,0
1,2,29.0,1,1,30.49,1,1,0
1,2,30.0,0,1,34.49,2,1,0
1,3,53.0,0,0,5.34,3,1,0
1,3,19.0,1,0,11.77,3,1,0
1,2,26.0,0,0,28.82,2,1,0
1,1,47.0,0,0,29.69,1,0,1
1,1,52.0,1,0,73.42,3,1,0
1,3,57.0,1,1,13.05,3,1,0
1,1,52.0,0,2,24.55,2,0,1
1,1,42.0,0,0,25.26,1,1,0
1,3,43.0,0,0,4.54,2,1,0
1,2,12.0,0,1,12.14,3,1,0
1,1,45.0,0,0,35.02,3,0,1
1,2,47.0,1,1,36.33,3,1,0
1,3,49.0,0,0,13.76,3,1,0
1,1,36.0,0,0,34.71,2,1,0
1,3,23.0,0,0,6.69,3,0,1
1,1,46.0,0,2,24.57,3,1,0
1,2,28.0,1,1,28.56,3,1,0
1,2,16.0,0,0,13.05,2,1,0
1,3,12.0,1,2,31.16,3,1,0
1,2,71.0,0,0,32.33,2,1,0
1,1,48.0,0,0,63.58,2,1,0
1,3,70.0,0,0,30.97,1,1,0
1,3,62.0,0,0,10.23,3,1,0
1,2,10.0,0,2,22.65,3,1,0
1,2,46.0,0,0,7.84,2,1,0
1,1,46.0,0,0,29.8,1,1,0
1,2,4.0,1,1,22.65,3,0,1
1,1,22.0,1,0,28.86,2,1,0
1,1,57.0,0,0,77.74,2,0,1
1,2,15.0,0,1,29.95,2,1,0
1,1,30.0,0,0,110.64,3,1,0
1,3,30.0,0,0,8.21,3,1,0
1,2,64.0,0,0,15.71,2,1,0
1,2,20.0,0,0,10.33,2,1,0
1,3,45.0,1,2,23.51,3,0,1
1,2,61.0,0,0,5.53,3,1,0
1,2,51.0,0,0,14.08,2,1,0
1,1,24.0,0,0,33.17,2,1,0
1,1,28.0,0,0,22.13,3,0,1
1,1,54.0,1,0,63.58,2,0,1
1,3,11.0,0,0,8.74,1,1,0
1,3,32.0,0,0,9.75,2,1,0
1,3,30.0,0,1,24.89,2,1,0
1,1,53.0,2,0,28.09,2,1,0
1,1,56.0,1,1,63.58,2,1,0
1,1,51.0,0,1,33.49,2,1,0
1,1,53.0,1,0,73.99,3,1,0
1,2,8.0,1,2,30.13,3,1,0
1,1,65.0,0,0,63.58,3,1,0
1,2,45.0,1,1,21.78,2,0,1
1,1,32.0,0,2,79.45,3,0,1
1,2,46.0,0,1,34.37,3,1,0
1,2,42.0,0,4,10.85,3,1,0
1,1,23.0,1,1,63.58,3,1,0
1,1,40.0,0,0,63.58,2,1,0
1,3,29.0,0,0,9.47,3,1,0
1,2,27.0,0,0,21.72,3,1,0
1,1,35.0,2,0,66.11,3,0,1
1,1,56.0,1,2,29.75,3,1,0
1,1,54.0,1,0,116.4,2,1,0
1,2,71.0,0,0,12.95,3,1,0
1,1,22.0,0,0,63.58,3,0,1
1,2,65.0,0,0,8.19,3,1,0
1,3,23.0,0,0,4.42,2,1,0
1,2,37.0,0,0,33.4,3,1,0
1,1,64.0,0,0,63.58,2,1,0
1,1,74.0,0,0,12.33,1,1,0
1,1,69.0,0,0,58.45,1,1,0
1,2,55.0,0,0,24.17,3,1,0
1,1,52.0,0,0,62.14,3,1,0
1,2,60.0,0,0,29.27,3,1,0
1,2,41.0,1,2,33.82,3,1,0
1,2,33.0,0,1,31.2,3,1,0
1,1,32.0,1,0,30.85,3,1,0
1,2,46.0,0,0,30.47,3,1,0
1,3,29.0,0,0,9.32,3,0,1
1,2,7.0,0,0,28.2,3,1,0
1,2,24.0,0,0,13.69,3,1,0
1,2,43.0,0,0,10.37,3,0,1
1,1,48.0,0,2,31.32,2,0,1
1,2,7.0,1,1,27.33,3,1,0
1,1,58.0,0,0,27.95,2,0,1
1,1,47.0,1,2,63.58,3,1,0
1,2,64.0,0,0,21.13,3,1,0
1,2,66.0,0,0,4.84,3,1,0
1,3,63.0,0,0,27.46,2,1,0
1,1,43.0,0,0,34.22,2,1,0
1,3,60.0,0,0,3.68,3,1,0
1,1,49.0,0,0,63.58,2,1,0
1,2,48.0,0,0,22.26,3,0,1
1,2,22.0,0,0,8.0,3,1,0
1,1,44.0,0,0,9.5,3,1,0
1,2,64.0,0,0,13.92,3,1,0
1,3,29.0,1,0,29.11,3,0,1
1,2,8.0,2,0,11.07,3,0,1
1,1,61.0,0,0,63.58,2,1,0
1,3,29.0,1,1,10.96,3,0,1
1,1,53.0,0,0,35.24,3,0,1
1,2,3.0,1,1,31.8,3,1,0
1,2,71.0,0,1,30.34,2,1,0
1,1,57.0,0,0,72.97,2,0,1
1,3,30.0,0,0,12.16,2,1,0
1,3,25.0,0,0,12.66,2,1,0
1,2,66.0,0,0,12.13,3,0,1
1,2,5.0,1,1,36.91,2,1,0
1,3,55.0,0,0,9.46,3,1,0
1,3,25.0,0,1,30.56,2,1,0
1,3,82.0,0,0,7.43,3,0,1
1,1,49.0,0,0,63.58,2,1,0
1,2,56.0,0,0,26.11,2,1,0
1,1,52.0,0,0,8.71,1,0,1
1,1,63.0,0,0,30.12,2,1,0
1,1,61.0,0,2,63.58,2,1,0
1,1,57.0,0,0,63.58,2,1,0
1,3,26.0,0,2,8.62,2,1,0
1,1,68.0,0,0,8.21,1,1,0
1,3,9.0,0,1,11.5,3,1,0
1,3,57.0,1,2,9.25,3,0,1
1,1,52.0,0,1,63.58,1,1,0
1,1,32.0,2,2,29.36,3,1,0
1,2,32.0,0,0,25.05,2,1,0
1,1,47.0,0,0,31.11,2,1,0
1,3,42.0,0,0,4.15,3,0,1
1,2,17.0,0,0,24.35,3,1,0
1,1,24.0,1,0,25.64,1,0,1
1,1,45.0,0,0,63.58,3,1,0
1,2,72.0,0,0,28.87,2,1,0
1,1,63.0,0,0,77.84,2,1,0
1,3,8.0,2,1,26.04,3,0,1
1,2,49.0,0,0,27.3,3,0,1
1,1,59.0,0,0,10.12,2,0,1
1,2,32.0,0,0,11.25,3,0,1
1,1,47.0,0,0,63.58,3,1,0
1,3,36.0,0,0,10.94,3,1,0
1,3,0.83,1,2,36.06,3,1,0
1,1,49.0,0,0,32.94,3,0,1
1,3,52.0,0,0,11.99,3,0,1
1,2,38.0,0,2,26.18,3,1,0
1,2,30.0,0,0,26.42,3,0,1
1,1,34.0,0,0,69.87,3,0,1
1,1,52.0,1,1,80.56,2,1,0
1,2,75.0,0,1,30.51,2,1,0
1,1,58.0,1,0,32.16,1,1,0
1,2,49.0,0,0,22.27,3,1,0
1,1,38.0,1,1,81.96,3,1,0
1,2,71.0,0,0,8.93,2,1,0
1,2,42.0,0,0,5.01,3,1,0
1,1,44.0,0,1,31.19,1,1,0
1,3,6.0,1,2,32.15,3,1,0
1,3,36.0,0,0,10.12,3,0,1
1,2,51.0,1,0,30.08,3,0,1
1,3,22.0,1,1,29.64,2,1,0
1,1,25.0,0,0,63.58,2,1,0
1,2,35.0,1,0,21.57,3,0,1
1,2,23.0,0,0,24.71,2,0,1
1,2,22.0,0,0,11.0,1,1,0
1,2,43.0,0,0,28.86,3,1,0
1,2,53.0,0,0,22.19,2,0,1
1,1,57.0,0,2,63.58,2,1,0
1,1,64.0,0,0,7.59,3,1,0
1,2,54.0,0,0,7.13,2,1,0
1,2,8.0,0,0,10.94,3,1,0
1,2,62.0,0,1,13.16,2,1,0
1,3,10.0,3,2,12.0,1,1,0
1,2,62.0,0,0,8.11,3,0,1
1,1,30.0,0,0,33.52,2,1,0
1,2,58.0,0,0,8.96,3,0,1
1,3,25.0,0,0,9.29,3,1,0
1,2,23.0,0,0,10.03,3,0,1
1,3,43.0,2,0,10.94,2,1,0
1,2,51.0,0,0,9.01,3,0,1
1,3,59.0,4,0,26.34,3,0,1
1,1,47.0,0,0,63.58,2,1,0
1,1,46.0,0,0,32.84,3,1,0
1,1,44.0,1,0,63.58,3,1,0
1,2,37.0,1,0,16.35,3,1,0
1,3,45.0,0,2,26.83,2,1,0
1,3,63.0,0,0,11.68,3,0,1
1,2,19.0,1,0,28.26,3,0,1
1,1,46.0,0,0,63.58,3,1,0
1,2,24.0,2,0,29.3,3,1,0
1,2,4.0,1,1,33.88,3,1,0
1,3,30.0,3,0,9.79,3,0,1
1,1,51.0,1,0,63.58,2,1,0
1,2,48.0,0,1,27.59,3,1,0
1,3,25.0,0,0,30.59,3,0,1
1,1,34.0,3,3,59.2,3,0,1
1,3,3.0,1,2,23.31,3,1,0
1,2,64.0,0,1,12.02,3,1,0
1,3,55.0,0,0,25.89,2,1,0
1,3,63.0,1,0,27.5,3,1,0
1,1,44.0,1,0,30.76,3,1,0
1,2,59.0,0,1,33.49,2,1,0
1,2,59.0,0,1,10.0,2,1,0
1,2,51.0,0,0,11.02,3,1,0
1,1,39.0,0,1,32.71,2,1,0
1,1,30.0,0,0,83.61,2,1,0
1,1,7.0,0,2,28.38,2,0,1
1,3,35.0,0,0,7.57,3,0,1
1,1,61.0,0,0,63.58,1,1,0
1,1,62.0,0,0,63.58,2,1,0
1,1,66.0,1,0,24.02,1,1,0
1,2,20.0,0,0,30.04,3,1,0
1,2,50.0,0,0,12.66,2,1,0
1,2,73.0,0,0,22.65,3,1,0
1,2,43.0,0,0,10.17,3,1,0
1,3,12.0,0,0,11.1,3,1,0
1,1,47.0,0,0,27.92,3,1,0
1,2,38.0,0,0,11.29,3,1,0
1,1,54.0,0,0,63.58,1,1,0
1,2,32.0,0,0,9.05,3,1,0
1,3,65.0,0,0,23.38,3,1,0
1,2,22.0,0,1,27.17,2,0,1
1,1,56.0,0,0,29.97,2,0,1
1,1,49.0,2,0,63.58,2,1,0
1,2,74.0,0,0,11.15,2,1,0
1,1,0.67,3,2,58.52,3,0,1
1,1,66.0,0,1,63.58,2,1,0
1,3,16.0,1,1,31.82,2,1,0
1,1,57.0,0,0,78.89,2,1,0
1,1,45.0,1,2,63.58,2,0,1
1,3,8.0,1,2,12.51,3,1,0
1,2,9.0,0,0,25.92,3,1,0
1,1,68.0,0,0,26.72,1,0,1
1,3,46.0,0,0,8.65,3,0,1
1,3,40.0,0,0,15.88,3,1,0
1,1,32.0,0,0,63.58,2,1,0
1,1,16.0,0,0,11.63,3,1,0
1,3,59.0,3,0,27.66,2,1,0
1,1,34.0,0,0,63.58,2,1,0
1,3,1.0,1,2,9.82,3,1,0
1,1,25.0,1,0,63.58,3,1,0
1,2,6.0,0,2,27.21,3,1,0
1,3,42.0,0,0,6.46,3,0,1
1,2,33.0,0,0,11.07,1,0,1
1,1,32.0,0,0,26.98,2,1,0
1,3,57.0,0,0,9.81,3,1,0
1,3,24.0,0,0,9.74,3,0,1
1,3,27.0,0,0,8.4,3,1,0
1,1,29.0,0,0,27.55,3,0,1
1,2,40.0,0,0,14.18,3,1,0
1,3,31.0,0,0,11.43,3,0,1
1,2,53.0,1,1,32.25,3,1,0
1,1,72.0,0,1,76.8,3,1,0
1,3,4.0,4,0,26.2,3,0,1
1,3,27.0,0,0,8.32,3,1,0
1,1,66.0,0,0,116.5,2,1,0
1,2,55.0,0,0,26.24,1,1,0
1,1,64.0,1,0,10.47,3,1,0
1,2,24.0,0,0,37.89,3,1,0
1,1,59.0,0,0,28.37,2,1,0
1,1,55.0,1,0,27.27,3,1,0
1,1,21.0,0,0,63.58,2,0,1
1,1,36.0,0,0,63.58,2,1,0
1,2,65.0,0,0,4.52,3,0,1
1,1,47.0,0,0,26.63,2,0,1
1,1,52.0,1,3,63.58,3,1,0
1,3,53.0,0,1,13.24,3,1,0
1,1,42.0,2,0,63.58,2,0,1
1,3,63.0,0,0,34.58,3,1,0
1,3,69.0,0,0,26.32,3,1,0
1,2,34.0,0,1,24.42,2,1,0
1,1,47.0,0,0,28.5,2,1,0
1,3,50.0,0,1,8.01,3,1,0
1,2,63.0,1,0,28.67,3,0,1
1,2,24.0,0,1,28.66,2,1,0
1,1,45.0,0,0,68.91,2,1,0
1,1,42.0,0,1,63.58,1,1,0
1,3,62.0,1,0,13.96,3,1,0
1,1,24.0,0,2,12.64,3,1,0
1,2,25.0,0,0,15.71,3,1,0
1,3,38.0,1,1,29.39,3,0,1
1,3,21.0,3,0,10.67,3,1,0
1,2,32.0,0,0,31.36,2,1,0
1,2,25.0,1,1,35.98,3,1,0
1,2,44.0,0,0,8.33,3,0,1
1,2,49.0,0,0,22.65,2,0,1
1,2,42.0,0,0,22.56,2,1,0
1,2,36.0,0,0,11.15,3,1,0
1,2,60.0,0,0,36.21,2,1,0
1,2,71.0,0,0,28.66,2,1,0
1,1,32.0,0,1,63.58,2,1,0
1,1,54.0,0,0,34.58,2,1,0
1,3,53.0,0,0,7.19,3,0,1
1,2,7.0,0,0,6.08,2,1,0
1,3,69.0,0,0,11.96,3,0,1
1,2,47.0,0,0,22.27,2,1,0
1,1,44.0,1,0,85.43,1,1,0
1,3,39.0,0,0,10.46,3,0,1
1,1,38.0,0,0,22.36,3,0,1
1,2,39.0,1,0,27.52,3,1,0
1,1,39.0,1,2,63.58,3,1,0
1,2,65.0,0,1,14.74,3,1,0
1,1,41.0,1,0,30.12,2,0,1
1,1,53.0,0,1,63.58,2,1,0
1,1,48.0,0,0,29.99,1,1,0
1,3,7.0,1,2,10.94,3,1,0
1,2,56.0,0,1,33.38,3,1,0
1,3,3.0,1,2,27.51,3,1,0
1,1,51.0,1,1,63.58,3,0,1
1,2,29.0,0,0,22.71,2,1,0
1,2,66.0,0,0,33.07,2,1,0
1,2,44.0,0,1,28.08,2,1,0
1,1,30.0,1,0,63.58,2,1,0
1,2,6.0,4,1,14.73,3,1,0
1,1,39.0,0,0,114.09,3,1,0
1,3,22.0,0,0,13.77,3,1,0
1,1,47.0,0,0,30.45,2,1,0
1,1,32.0,0,0,63.58,3,1,0
1,2,14.0,0,0,12.02,2,1,0
1,3,46.0,0,0,11.64,3,1,0
1,1,55.0,0,0,9.04,2,1,0
1,3,23.0,0,0,14.71,3,1,0
1,1,59.0,0,0,4.73,3,1,0
1,2,28.0,0,0,23.32,3,0,1
1,1,47.0,0,0,6.23,3,1,0
1,2,28.0,0,1,29.58,3,1,0
1,2,37.0,0,0,24.15,2,1,0
1,3,17.0,0,0,6.79,3,0,1
1,2,38.0,4,2,31.66,3,1,0
1,2,46.0,0,0,26.31,2,1,0
1,3,47.0,1,1,27.97,3,0,1
1,2,68.0,0,0,20.04,3,0,1
1,3,45.0,0,0,4.6,3,1,0
1,1,55.0,0,0,22.44,1,1,0
1,2,60.0,0,0,29.59,3,1,0
1,1,56.0,0,0,25.66,1,1,0
1,2,27.0,0,0,5.63,3,0,1
1,3,6.0,0,0,22.95,3,1,0
1,2,63.0,0,0,10.66,3,0,1
1,3,4.0,1,2,33.8,3,1,0
1,2,54.0,0,1,29.27,3,0,1
1,3,27.0,0,0,6.32,2,1,0
1,1,58.0,0,0,63.58,3,1,0
1,3,62.0,1,0,10.94,3,0,1
1,2,80.0,0,0,25.26,2,1,0
1,3,23.0,0,1,28.6,3,0,1
1,1,66.0,1,2,63.58,2,0,1
1,3,27.0,0,0,9.29,3,0,1
1,2,68.0,0,0,11.82,1,1,0
1,1,47.0,0,0,63.58,2,0,1
1,3,41.0,1,2,10.94,3,1,0
1,1,52.0,0,0,12.99,2,0,1
1,1,51.0,0,0,63.58,2,0,1
1,2,35.0,0,0,24.84,3,0,1
1,2,41.0,0,0,14.04,2,1,0
1,1,62.0,0,0,23.78,1,1,0
1,1,33.0,1,1,72.73,3,0,1
1,2,31.0,0,1,28.87,2,1,0
1,2,39.0,1,0,28.02,2,1,0
1,3,66.0,0,0,9.69,2,1,0
1,1,38.0,0,0,63.58,3,1,0
1,1,50.0,0,0,10.5,3,1,0
1,3,8.0,2,0,13.33,2,1,0
1,2,53.0,0,0,15.06,3,1,0
1,1,47.0,0,0,63.58,2,1,0
1,1,56.0,0,2,33.49,3,1,0
1,1,51.0,0,0,50.67,1,1,0
1,1,33.0,0,0,63.58,2,1,0
1,1,45.0,0,0,75.67,2,0,1
1,1,59.0,0,1,94.66,2,1,0
1,2,45.0,0,2,29.35,2,1,0
1,1,60.0,0,0,63.58,3,1,0
1,1,47.0,1,0,63.58,3,0,1
1,2,25.0,0,0,8.04,2,1,0
1,2,38.0,0,1,24.39,3,1,0
1,1,21.0,0,0,31.77,2,1,0
1,2,64.0,0,0,10.04,3,0,1
1,2,14.0,0,0,10.5,2,1,0
1,1,52.0,0,0,78.88,3,0,1
1,1,64.0,0,0,13.95,2,1,0
1,2,69.0,4,0,28.22,3,1,0
1,2,10.0,2,0,31.81,2,1,0
1,2,11.0,0,0,12.91,2,1,0
1,2,63.0,0,0,10.84,2,1,0
1,1,40.0,0,0,87.76,2,1,0
1,3,20.0,0,0,14.53,3,1,0
1,3,27.0,0,0,12.05,3,1,0
1,3,31.0,0,0,11.43,3,0,1
1,1,49.0,0,0,63.58,3,0,1
1,2,51.0,0,0,32.34,3,0,1
1,1,42.0,0,0,94.36,2,1,0
1,2,15.0,0,1,10.32,2,1,0
1,2,37.0,0,0,25.75,3,1,0
1,2,30.0,2,2,35.87,2,1,0
1,1,47.0,0,0,63.58,2,1,0
1,2,7.0,1,1,33.45,2,1,0
1,1,20.0,0,0,63.58,3,1,0
1,1,58.0,0,0,63.58,2,0,1
1,2,68.0,0,1,14.46,3,1,0
1,2,47.0,3,0,23.3,3,0,1
1,1,26.0,0,0,9.88,2,0,1
1,3,21.0,0,0,6.49,3,1,0
1,2,38.0,1,1,29.72,3,1,0
1,3,58.0,0,0,29.14,3,1,0
1,2,39.0,0,0,12.75,2,1,0
1,1,29.0,2,0,10.38,3,1,0
1,2,33.0,0,0,24.56,3,1,0
1,1,45.0,1,0,31.86,2,0,1
1,2,36.0,1,1,26.36,3,1,0
1,2,38.0,1,0,22.65,2,1,0
1,1,48.0,0,0,33.55,2,1,0
1,2,22.0,0,0,9.35,3,0,1
1,3,28.0,0,0,10.41,3,1,0
1,3,36.0,1,0,8.01,3,0,1
1,2,27.0,0,0,28.4,2,1,0
1,1,56.0,0,0,63.58,1,1,0
1,3,58.0,0,0,28.32,3,1,0
1,2,25.0,0,1,41.52,3,1,0
1,1,24.0,0,0,72.63,2,1,0
1,2,45.0,0,0,8.38,3,1,0
1,2,32.0,0,2,22.65,2,0,1
1,2,53.0,1,1,36.28,3,1,0
1,1,54.0,0,1,34.83,3,1,0
1,2,38.0,0,0,26.41,1,1,0
1,2,37.0,0,1,27.02,2,1,0
1,2,61.0,0,0,27.48,1,1,0
1,1,48.0,1,0,27.62,2,1,0
1,2,30.0,1,0,25.21,2,0,1
1,1,66.0,0,0,11.07,1,1,0
1,2,30.0,0,0,18.74,3,1,0
1,1,61.0,1,1,116.14,3,1,0
1,1,23.0,0,0,10.45,2,0,1
1,2,26.0,2,0,25.93,3,1,0
1,2,41.0,0,0,22.65,3,0,1
1,1,56.0,1,0,63.58,2,1,0
1,2,23.0,1,1,29.6,3,0,1
1,1,62.0,2,2,63.58,3,1,0
1,1,9.0,0,0,8.07,3,0,1
1,2,41.0,0,0,12.69,3,1,0
1,2,15.0,0,0,30.17,3,1,0
1,1,48.0,0,0,29.8,2,1,0
1,1,34.0,0,0,69.5,2,0,1
1,1,43.0,0,0,30.91,2,0,1
1,1,42.0,0,0,26.37,3,0,1
1,1,37.0,0,0,79.34,2,1,0
1,2,50.0,0,0,9.13,3,0,1
1,1,57.0,0,2,102.34,1,1,0
1,1,71.0,1,1,32.27,1,1,0
1,1,52.0,0,0,83.97,2,0,1
1,2,58.0,3,0,22.79,3,1,0
1,2,38.0,0,0,28.72,3,0,1
1,2,46.0,0,0,23.26,3,0,1
1,1,67.0,1,0,24.19,2,0,1
1,3,30.0,1,1,27.56,3,1,0
1,2,26.0,0,0,26.56,3,1,0
1,3,26.0,0,0,32.76,3,0,1
1,1,58.0,0,0,30.04,2,0,1
1,2,20.0,0,0,10.33,2,1,0
1,2,61.0,0,0,35.67,3,1,0
1,1,70.0,0,0,76.13,1,1,0
1,2,68.0,0,1,23.65,3,1,0
1,2,47.0,0,0,24.18,3,0,1
1,1,28.0,0,0,67.18,1,1,0
1,2,70.0,0,1,19.88,3,0,1
1,1,47.0,0,0,26.08,3,1,0
1,1,66.0,2,3,24.8,2,1,0
1,1,49.0,0,0,95.54,2,1,0
1,1,29.0,0,1,82.39,2,1,0
1,3,23.0,0,0,13.76,3,1,0
1,3,5.0,1,2,10.94,3,0,1
1,1,49.0,1,1,63.58,3,0,1
1,2,5.0,1,2,35.86,3,0,1
1,3,19.0,0,1,8.18,3,1,0
1,3,21.0,0,0,6.78,3,0,1
1,2,40.0,0,0,6.35,3,1,0
1,1,65.0,0,0,11.03,3,1,0
1,2,22.0,0,0,9.33,3,1,0
1,2,38.0,3,0,9.77,3,1,0
1,3,28.0,0,0,9.36,2,0,1
1,2,24.0,0,0,10.11,3,0,1
1,2,26.0,1,1,37.92,3,1,0
1,1,51.0,0,0,80.86,2,1,0
1,3,48.0,1,0,21.7,1,1,0
1,3,43.0,0,0,3.85,3,1,0
1,1,47.0,0,0,63.58,3,1,0
1,1,49.0,1,2,63.58,3,1,0
1,1,51.0,0,0,37.3,2,1,0
1,1,50.0,0,0,72.57,2,1,0
1,3,24.0,0,0,9.69,1,1,0
1,2,22.0,0,0,11.62,3,1,0
1,3,43.0,0,0,6.01,3,0,1
1,1,50.0,1,0,63.58,3,1,0
1,1,29.0,1,0,31.25,2,1,0
1,1,29.0,0,1,63.58,2,0,1
1,2,38.0,0,2,30.45,3,1,0
1,3,5.0,0,0,9.02,2,1,0
1,2,39.0,0,0,7.99,3,1,0
1,3,27.0,0,0,10.98,3,1,0
1,2,25.0,0,0,25.6,1,1,0
1,3,1.0,1,2,25.98,3,1,0
1,1,57.0,1,1,63.58,3,1,0
1,2,3.0,1,1,27.39,3,0,1
