PassengerId,Survived,Pclass,Age,Fare,female,male,C,Q,S,Family
50743,1,2,68.0,11.48,1,0,0,0,1,1
50744,0,1,73.0,58.83,1,0,0,1,0,0
50745,1,3,8.0,26.51,1,0,0,0,1,3
50746,1,2,9.0,28.33,1,0,1,0,0,0
50747,1,1,58.0,27.44,1,0,0,1,0,1
50748,0,1,50.0,82.63,0,1,0,0,1,1
50749,0,1,52.0,27.99,0,1,0,0,1,1
50750,1,1,41.0,242.2,1,0,0,0,1,0
50751,0,3,57.0,28.15,0,1,0,0,1,1
50752,0,1,53.0,55.59,1,0,0,1,0,0
50753,0,2,19.0,68.24,0,1,0,0,1,2
50754,0,3,26.0,10.81,0,1,0,0,1,0
50755,0,3,36.0,11.83,0,1,0,0,1,2
50756,0,2,38.0,10.29,0,1,0,0,1,0
50757,0,3,24.0,11.11,0,1,0,0,1,0
50758,0,3,14.0,12.5,0,1,0,0,1,3
50759,1,3,67.0,8.9,1,0,0,0,1,0
50760,0,1,10.0,70.64,0,1,0,0,1,3
50761,0,3,27.0,9.56,0,1,0,0,1,0
50763,1,3,23.0,9.11,1,0,0,0,1,0
50764,0,1,47.0,89.2,0,1,1,0,0,0
50765,1,2,27.0,31.64,1,0,1,0,0,0
50766,1,3,51.0,10.69,1,0,1,0,0,1
50767,0,3,52.0,22.38,1,0,1,0,0,0
50768,0,3,67.0,28.72,1,0,0,0,1,1
50769,0,3,29.0,28.12,0,1,0,0,1,0
50770,0,2,21.0,30.56,1,0,1,0,0,1
50771,0,2,71.0,10.38,0,1,0,0,1,0
50772,0,3,47.0,7.04,0,1,0,0,1,0
50773,1,3,0.58,67.9,1,0,0,0,1,3
50774,1,2,68.0,29.66,1,0,0,0,1,0
50775,1,2,51.0,29.22,1,0,1,0,0,2
50776,0,1,34.0,83.7,0,1,0,0,1,3
50777,0,3,38.0,5.66,0,1,0,0,1,0
50778,0,3,39.0,20.54,0,1,0,0,1,0
50779,0,2,36.0,26.38,0,1,0,0,1,1
50780,0,2,52.0,26.88,0,1,0,0,1,0
50781,0,3,40.0,28.82,0,1,0,0,1,0
50782,0,3,21.0,9.23,0,1,0,0,1,2
50783,1,2,6.0,25.33,1,0,1,0,0,0
50784,0,3,28.0,12.26,0,1,0,0,1,0
50785,0,3,57.0,11.46,1,0,0,0,1,13
50786,1,2,63.0,25.18,1,0,1,0,0,0
50787,0,2,33.0,28.89,0,1,1,0,0,0
50789,0,2,3.0,80.22,1,0,0,0,1,3
50790,1,2,56.0,8.34,1,0,1,0,0,0
50791,0,3,26.0,9.76,0,1,0,0,1,0
50792,0,3,27.0,10.81,0,1,0,0,1,0
50793,0,3,18.0,7.03,0,1,0,0,1,0
50794,0,3,5.0,72.89,0,1,1,0,0,3
50795,0,1,32.0,27.42,0,1,0,0,1,2
50796,0,3,30.0,29.37,0,1,0,0,1,0
50797,0,3,25.0,25.54,0,1,0,0,1,0
50798,1,1,36.0,74.69,0,1,1,0,0,1
50799,0,3,43.0,9.65,0,1,0,0,1,0
50800,0,3,26.0,54.42,0,1,0,0,1,0
50801,1,1,56.0,23.83,0,1,1,0,0,0
50802,1,1,62.0,72.09,1,0,0,1,0,0
50803,0,3,26.0,11.01,0,1,0,0,1,0
50804,0,1,42.0,61.65,0,1,0,0,1,2
50805,0,3,8.0,8.65,1,0,0,1,0,0
50806,0,1,45.0,62.34,0,1,0,0,1,3
50807,1,2,57.0,12.08,0,1,0,0,1,0
50808,0,3,30.0,11.29,0,1,0,0,1,0
50809,1,1,58.0,238.79,1,0,1,0,0,0
50810,1,2,64.0,31.88,0,1,0,0,1,0
50811,0,1,45.0,166.16,1,0,0,1,0,0
50812,0,1,25.0,24.25,0,1,1,0,0,0
50813,1,1,36.0,38.06,0,1,1,0,0,2
50814,1,3,59.0,8.06,1,0,0,0,1,0
50815,0,2,60.0,25.52,0,1,0,0,1,3
50816,0,2,2.0,25.97,0,1,0,0,1,4
50818,1,2,44.0,33.47,1,0,1,0,0,2
50819,1,1,41.0,26.23,1,0,0,0,1,1
50820,1,1,51.0,23.55,0,1,0,0,1,6
50821,1,2,14.0,29.65,1,0,0,0,1,5
50822,1,1,31.0,62.38,0,1,0,0,1,2
50823,0,2,53.0,33.97,0,1,0,0,1,1
50824,0,2,25.0,9.48,0,1,0,0,1,0
50825,0,3,32.0,8.89,0,1,0,0,1,0
50826,0,1,44.0,197.11,1,0,0,0,1,2
50827,1,2,39.0,34.54,1,0,1,0,0,1
50828,1,3,60.0,8.42,0,1,0,0,1,2
50829,0,3,56.0,10.97,0,1,0,0,1,0
50830,1,1,49.0,39.15,1,0,0,0,1,1
50831,0,3,23.0,6.54,0,1,0,0,1,0
50832,1,3,1.0,36.17,1,0,1,0,0,2
50833,0,2,50.0,28.55,1,0,0,0,1,0
50834,0,3,31.0,8.87,0,1,0,0,1,0
50835,0,1,41.0,70.38,0,1,1,0,0,1
50836,0,3,25.0,13.04,0,1,0,0,1,0
50837,0,2,58.0,21.62,0,1,0,0,1,1
50838,1,3,24.0,9.11,0,1,0,0,1,0
50839,0,1,47.0,138.66,0,1,0,0,1,1
50840,0,3,23.0,23.1,0,1,0,0,1,0
50841,1,2,47.0,19.51,0,1,0,0,1,0
50842,0,2,54.0,8.74,0,1,0,0,1,0
50843,1,2,64.0,23.61,1,0,0,0,1,1
50844,1,2,24.0,7.81,0,1,0,0,1,0
50845,1,2,25.0,239.32,1,0,1,0,0,0
50846,1,3,55.0,26.27,1,0,0,0,1,3
50847,0,3,25.0,8.34,0,1,0,0,1,0
50848,1,3,23.0,7.02,0,1,0,0,1,0
50849,1,1,42.0,28.65,1,0,0,1,0,0
50850,0,3,30.0,8.53,0,1,0,0,1,0
50852,1,3,65.0,9.13,1,0,0,0,1,0
50853,0,2,47.5,27.76,0,1,0,0,1,3
50854,0,3,22.0,11.36,0,1,0,0,1,0
50855,0,3,36.0,77.49,1,0,0,0,1,3
50856,0,3,15.0,10.42,0,1,0,0,1,0
50857,0,3,37.0,78.36,0,1,0,0,1,0
50858,1,1,5.0,24.19,1,0,0,0,1,4
50859,1,1,31.0,30.19,1,0,0,0,1,0
50860,1,1,52.0,33.62,1,0,1,0,0,0
50861,1,3,45.0,4.6,1,0,0,0,1,0
50862,0,3,25.0,10.87,1,0,0,0,1,0
50863,1,2,51.0,40.42,1,0,0,0,1,0
50864,0,1,34.0,7.9,1,0,0,0,1,0
50865,0,3,26.0,9.04,0,1,0,0,1,0
50866,0,3,30.0,9.7,0,1,0,0,1,0
50867,1,3,46.0,7.86,1,0,0,0,1,3
50868,1,3,25.0,27.28,1,0,1,0,0,0
50869,0,3,30.0,9.95,0,1,0,0,1,1
50870,0,2,7.0,29.69,1,0,0,0,1,2
50871,0,3,29.0,9.67,0,1,0,0,1,0
50872,0,2,6.0,20.42,0,1,0,0,1,2
50873,1,2,48.0,24.56,0,1,0,0,1,3
50874,0,3,6.0,9.72,0,1,0,0,1,1
50875,0,3,35.0,32.48,0,1,0,0,1,1
50876,0,2,69.0,17.19,0,1,0,0,1,0
50877,0,3,35.0,9.16,0,1,0,0,1,0
50878,1,2,31.0,15.25,1,0,0,0,1,0
50879,1,3,68.0,21.32,1,0,1,0,0,0
50880,1,2,4.0,35.63,1,0,0,0,1,1
50881,0,3,27.0,27.72,0,1,0,0,1,9
50882,1,1,58.0,92.87,1,0,1,0,0,0
50883,0,1,21.0,28.95,0,1,0,1,0,1
50884,1,1,53.0,19.03,0,1,1,0,0,0
50885,1,2,13.0,24.17,0,1,1,0,0,0
50886,0,3,24.0,27.29,0,1,0,0,1,0
50887,1,2,6.0,33.17,1,0,0,0,1,3
50888,1,2,11.0,32.7,1,0,1,0,0,2
50889,1,2,12.0,26.6,1,0,0,0,1,2
50890,0,1,47.0,26.25,0,1,0,0,1,0
50891,0,3,54.0,9.38,0,1,0,0,1,0
50892,1,2,29.0,26.37,1,0,0,0,1,0
50893,1,3,49.0,9.88,1,0,1,0,0,0
50894,1,2,44.0,24.88,1,0,1,0,0,0
50895,1,1,61.0,239.16,1,0,1,0,0,3
50896,0,2,19.0,7.24,0,1,0,0,1,0
50897,0,3,0.5,32.15,0,1,0,0,1,3
50898,0,3,57.0,4.41,0,1,0,0,1,0
50899,0,3,26.0,12.61,0,1,0,0,1,1
50900,0,3,39.0,12.64,0,1,0,0,1,0
50901,1,2,38.0,60.52,0,1,1,0,0,1
50902,0,3,30.0,3.41,0,1,0,0,1,0
50903,0,2,28.0,5.13,1,0,0,0,1,0
50904,0,3,23.0,8.24,0,1,0,0,1,0
50905,0,3,27.0,9.85,0,1,0,0,1,0
50906,0,3,2.0,25.11,0,1,0,0,1,0
50907,1,2,52.0,35.45,1,0,0,0,1,0
50908,0,3,30.0,8.7,0,1,0,0,1,0
50909,0,3,46.0,11.51,0,1,0,0,1,0
50910,0,2,60.0,9.77,0,1,0,0,1,0
50911,1,2,23.0,8.9,0,1,1,0,0,0
50913,0,3,61.0,9.75,0,1,0,0,1,0
50914,1,1,57.0,10.29,0,1,0,0,1,0
50915,1,1,35.0,30.22,1,0,1,0,0,0
50916,0,2,27.0,7.48,0,1,0,0,1,0
50917,1,1,44.0,32.58,1,0,1,0,0,0
50918,0,1,36.0,30.79,0,1,0,0,1,3
50919,1,2,21.0,21.12,1,0,1,0,0,2
50920,0,1,38.0,26.91,0,1,0,0,1,1
50921,0,3,37.0,10.01,0,1,0,0,1,0
50922,1,2,50.0,24.69,0,1,0,0,1,0
50923,0,3,35.0,10.26,0,1,0,0,1,0
50924,0,2,45.0,32.69,0,1,0,0,1,2
50925,0,1,29.0,6.44,0,1,0,0,1,0
50926,1,2,38.0,30.18,1,0,0,0,1,0
50927,1,1,64.0,84.08,1,0,0,0,1,2
50928,0,1,48.0,11.38,0,1,0,0,1,0
50929,1,1,60.0,251.57,1,0,1,0,0,1
50930,1,2,28.0,26.95,1,0,1,0,0,3
50931,0,1,9.0,10.23,0,1,0,0,1,0
50932,0,3,32.0,12.02,0,1,0,0,1,0
50933,1,1,44.0,62.99,1,0,0,1,0,0
50934,0,2,24.0,7.74,0,1,0,0,1,0
50935,0,1,53.0,48.88,0,1,0,0,1,0
50936,0,2,36.0,7.81,0,1,0,0,1,0
50937,0,3,23.0,8.15,0,1,0,0,1,0
50938,1,3,69.0,10.3,1,0,1,0,0,1
50939,0,3,50.0,8.04,0,1,0,0,1,0
50940,0,1,42.0,9.46,0,1,0,0,1,0
50941,0,3,12.0,7.89,1,0,0,0,1,0
50942,0,3,37.0,9.72,0,1,0,0,1,0
50943,1,1,30.0,81.79,1,0,1,0,0,1
50944,0,2,38.0,28.26,0,1,0,0,1,1
50945,1,2,64.0,33.35,1,0,1,0,0,0
50946,1,2,14.0,13.84,1,0,1,0,0,0
50947,0,3,3.0,95.54,0,1,0,0,1,2
50948,1,2,77.0,9.18,1,0,0,0,1,4
50949,0,1,32.0,79.5,0,1,0,0,1,1
50950,1,2,65.0,13.13,1,0,0,0,1,0
50951,0,3,25.0,7.49,0,1,0,0,1,0
50952,1,2,23.0,8.07,0,1,0,0,1,0
50953,0,3,8.0,12.0,1,0,0,0,1,0
50954,0,2,67.0,27.61,0,1,0,0,1,0
50955,1,3,27.0,6.02,1,0,0,0,1,0
50956,0,3,18.0,26.78,0,1,0,0,1,0
50957,1,3,60.0,8.86,0,1,1,0,0,0
50958,0,1,31.0,203.91,0,1,0,0,1,0
50959,0,1,47.0,22.14,0,1,0,0,1,3
50960,1,1,78.0,14.39,1,0,0,0,1,0
50961,0,2,33.0,28.83,0,1,0,0,1,1
50962,1,1,36.0,157.35,1,0,1,0,0,1
50963,1,1,48.0,63.24,1,0,0,1,0,0
50964,0,2,54.0,9.82,0,1,0,0,1,0
50965,0,1,27.0,184.51,0,1,1,0,0,1
50966,0,3,53.0,12.25,0,1,0,0,1,1
50967,1,2,26.0,25.13,1,0,0,0,1,0
50968,0,2,64.0,10.14,0,1,0,0,1,0
50969,1,2,70.0,5.82,1,0,0,0,1,0
50970,0,1,21.0,69.62,0,1,0,0,1,0
50971,0,3,54.0,21.21,0,1,0,0,1,0
50972,0,2,48.0,6.75,0,1,0,0,1,0
50973,1,2,33.0,29.69,1,0,1,0,0,1
50974,0,3,23.0,6.93,0,1,0,0,1,0
50975,0,3,28.0,11.56,0,1,0,0,1,0
50976,0,3,44.0,63.3,0,1,0,0,1,2
50977,0,3,6.0,28.54,0,1,0,0,1,2
50978,1,1,55.0,24.26,1,0,0,1,0,0
50979,1,1,57.0,33.98,1,0,1,0,0,2
50980,0,1,63.0,121.04,1,0,0,1,0,0
50981,1,2,56.0,26.89,1,0,1,0,0,1
50982,0,3,34.0,4.73,1,0,0,0,1,0
50983,1,1,48.0,102.29,1,0,0,1,0,3
50984,1,1,18.0,223.11,1,0,0,0,1,0
50985,0,3,45.0,9.77,0,1,0,0,1,9
50986,0,3,35.0,9.14,0,1,0,0,1,0
50987,0,3,30.0,187.63,0,1,0,0,1,3
50988,0,1,41.0,78.3,1,0,1,0,0,3
50989,0,3,45.0,8.42,0,1,0,0,1,0
50990,0,3,34.0,6.2,0,1,0,0,1,0
50991,1,1,74.0,30.18,1,0,0,1,0,0
50992,1,2,23.0,83.29,1,0,0,0,1,5
50993,1,1,32.0,33.13,0,1,0,0,1,0
50994,0,1,57.0,91.69,0,1,1,0,0,0
50995,1,1,60.0,30.24,1,0,0,1,0,1
50996,0,3,9.0,25.99,0,1,0,0,1,0
50997,0,3,28.0,8.47,0,1,0,0,1,0
50998,1,1,25.0,236.53,1,0,1,0,0,0
50999,1,1,50.0,69.93,0,1,0,0,1,1
51000,0,3,47.0,8.41,0,1,0,0,1,0
51001,1,3,21.0,27.83,1,0,1,0,0,0
51002,0,2,19.0,11.7,1,0,1,0,0,0
51003,1,2,48.0,27.55,1,0,0,0,1,1
51004,1,2,71.0,23.1,1,0,1,0,0,0
51005,0,1,47.0,61.79,0,1,1,0,0,0
51006,0,3,3.0,25.41,0,1,0,0,1,0
51007,1,3,46.0,27.16,1,0,0,0,1,0
51008,1,1,59.0,153.8,0,1,1,0,0,0
51009,0,2,9.0,26.49,0,1,0,0,1,0
51010,1,2,69.0,11.34,1,0,0,0,1,1
51011,0,3,25.0,7.99,0,1,0,0,1,1
51012,0,3,8.0,34.43,1,0,1,0,0,3
51013,0,3,28.0,63.73,0,1,0,0,1,3
51015,0,3,11.0,27.41,0,1,0,0,1,4
51016,0,2,43.0,179.96,0,1,0,0,1,0
51017,1,1,43.0,33.38,1,0,1,0,0,2
51018,1,1,45.0,128.9,1,0,0,0,1,2
51019,1,1,71.0,90.0,1,0,0,1,0,0
51020,0,2,35.0,7.62,0,1,0,0,1,0
51021,1,2,47.0,12.3,0,1,1,0,0,0
51022,0,3,8.0,11.53,0,1,0,0,1,1
51023,0,3,56.0,8.64,0,1,0,0,1,0
51024,0,2,52.0,24.93,1,0,0,0,1,2
51025,0,3,27.0,6.3,0,1,0,0,1,0
51026,0,1,27.0,9.9,0,1,1,0,0,0
51027,0,1,21.0,30.8,0,1,0,0,1,0
51029,1,2,28.0,7.44,1,0,1,0,0,0
51030,1,2,26.0,31.57,1,0,1,0,0,2
51031,1,2,60.0,9.89,0,1,0,0,1,2
51032,0,2,47.0,5.95,0,1,0,0,1,0
51033,0,1,60.0,21.36,0,1,1,0,0,0
51034,0,3,22.0,5.02,0,1,0,0,1,0
51035,1,3,31.0,10.77,0,1,1,0,0,2
51036,1,2,68.0,9.82,1,0,0,0,1,0
51037,0,3,33.0,64.89,0,1,0,0,1,0
51038,1,1,45.0,25.91,1,0,0,0,1,3
51039,1,2,9.0,29.68,1,0,1,0,0,0
51040,1,3,47.0,12.04,1,0,0,0,1,0
51041,0,1,44.0,11.15,0,1,0,0,1,0
51042,1,2,4.0,54.87,1,0,1,0,0,1
51043,1,1,40.0,94.75,1,0,1,0,0,0
51044,0,3,38.0,10.74,0,1,0,0,1,0
51045,0,3,5.0,8.58,0,1,0,0,1,0
51046,0,1,42.0,5.5,0,1,0,0,1,0
51047,0,3,11.0,10.4,0,1,1,0,0,0
51048,0,3,22.0,26.76,1,0,0,0,1,2
51049,0,3,36.0,11.0,0,1,0,0,1,0
51050,0,3,24.0,9.78,0,1,0,0,1,0
51052,1,3,34.0,29.89,0,1,1,0,0,0
51053,1,1,46.0,31.3,1,0,1,0,0,1
51054,0,1,34.0,9.58,1,0,0,0,1,0
51055,0,1,25.0,25.67,0,1,0,0,1,1
51056,0,3,18.0,9.24,0,1,0,0,1,0
51057,0,3,67.0,3.86,1,0,0,1,0,0
51058,1,2,47.0,22.37,0,1,0,0,1,2
51059,1,3,45.0,7.11,0,1,1,0,0,0
51060,1,2,18.0,14.7,1,0,0,0,1,0
51061,0,3,22.0,3.57,0,1,1,0,0,0
51062,1,1,16.0,26.84,0,1,0,0,1,0
51063,1,3,27.0,28.08,0,1,0,0,1,2
51064,0,3,34.0,28.04,0,1,0,0,1,0
51065,0,2,33.0,21.51,0,1,0,0,1,1
51066,1,1,27.0,118.91,1,0,0,0,1,0
51067,1,2,48.0,62.64,1,0,0,0,1,2
51068,0,1,49.0,29.37,1,0,1,0,0,3
51069,0,1,47.0,26.13,0,1,0,0,1,0
51070,0,3,53.0,25.9,0,1,0,0,1,0
51071,1,2,22.0,8.5,0,1,0,0,1,1
51072,1,1,30.0,25.55,0,1,0,0,1,0
51073,1,1,40.0,82.39,1,0,0,0,1,0
51074,0,3,10.0,26.28,0,1,0,0,1,0
51075,0,2,28.0,7.48,0,1,0,0,1,0
51076,1,1,41.0,36.14,1,0,1,0,0,0
51077,1,1,44.0,126.24,1,0,1,0,0,3
51078,0,3,10.0,11.67,1,0,0,0,1,4
51079,1,2,37.0,30.92,1,0,1,0,0,3
51080,0,3,30.0,8.48,0,1,0,0,1,0
51081,0,3,24.0,5.65,0,1,0,0,1,0
51082,0,3,0.08,24.11,1,0,0,0,1,3
51083,1,3,23.0,8.84,0,1,0,0,1,0
51084,0,3,43.0,22.2,1,0,0,0,1,2
51085,1,3,8.0,10.08,1,0,0,0,1,3
51086,0,1,62.0,32.74,0,1,1,0,0,1
51087,0,3,4.0,28.5,0,1,0,0,1,2
51088,0,1,48.0,153.45,1,0,0,1,0,1
51089,1,2,60.0,24.85,1,0,1,0,0,0
51090,0,3,43.0,15.55,1,0,1,0,0,0
51091,0,3,30.0,9.57,0,1,0,0,1,0
51092,0,2,38.0,9.33,0,1,0,0,1,0
51093,1,3,13.0,14.45,1,0,1,0,0,1
51094,0,3,39.0,7.97,0,1,0,0,1,0
51095,1,1,55.0,12.67,1,0,1,0,0,0
51096,1,2,53.0,8.01,1,0,0,0,1,0
51097,0,3,57.0,11.88,0,1,0,0,1,3
51098,0,3,25.0,8.77,0,1,0,0,1,0
51099,0,2,58.0,5.08,0,1,0,0,1,0
51100,0,2,66.0,11.02,0,1,0,0,1,0
51101,0,1,49.0,221.48,1,0,1,0,0,0
51102,0,3,44.0,9.5,0,1,0,0,1,5
51103,1,3,28.0,27.4,1,0,1,0,0,0
51104,1,2,47.0,15.52,0,1,1,0,0,0
51105,0,1,50.0,68.2,0,1,1,0,0,0
51106,0,3,18.0,13.13,0,1,0,0,1,0
51107,0,2,41.0,23.28,0,1,1,0,0,0
51108,1,2,57.0,24.94,1,0,1,0,0,2
51109,1,1,31.0,12.9,0,1,1,0,0,0
51110,0,1,54.0,22.69,1,0,0,0,1,2
51111,0,3,22.0,10.26,0,1,0,0,1,0
51112,1,2,56.0,12.61,1,0,0,0,1,0
51113,1,1,50.0,24.97,1,0,0,1,0,0
51114,1,1,40.0,201.77,1,0,0,0,1,2
51115,0,3,63.0,7.7,0,1,0,0,1,0
51116,0,3,55.0,26.95,0,1,0,0,1,4
51117,1,2,40.0,16.24,1,0,0,0,1,0
51118,0,2,22.0,11.48,0,1,0,0,1,0
51119,0,1,43.0,24.78,0,1,0,0,1,0
51120,1,2,38.0,20.37,1,0,1,0,0,2
51121,0,3,25.0,7.61,0,1,0,0,1,0
51122,0,3,35.0,243.93,0,1,0,0,1,0
51123,1,3,51.0,5.85,0,1,0,0,1,0
51124,1,1,20.0,219.71,0,1,1,0,0,0
51125,0,1,61.0,34.29,1,0,1,0,0,1
51126,0,2,50.0,10.78,0,1,0,0,1,0
51127,1,3,41.0,85.01,1,0,0,0,1,3
51128,1,1,49.0,118.14,1,0,0,0,1,0
51129,0,3,60.0,23.8,0,1,0,0,1,0
51130,0,3,63.0,6.89,0,1,0,0,1,0
51131,1,3,22.0,11.41,1,0,0,0,1,0
51132,1,1,35.0,244.27,0,1,1,0,0,1
51133,1,1,37.0,68.81,0,1,1,0,0,4
51134,0,2,23.0,10.69,0,1,0,0,1,1
51135,1,1,64.0,34.55,1,0,1,0,0,2
51136,1,3,32.0,9.31,0,1,0,0,1,0
51137,0,3,1.0,94.9,0,1,0,0,1,3
51138,0,3,59.0,28.77,0,1,0,0,1,0
51139,0,2,18.0,8.56,0,1,0,0,1,1
51140,1,2,53.0,11.45,1,0,0,0,1,0
51141,1,2,4.0,29.74,1,0,0,0,1,5
51142,1,3,30.0,26.12,0,1,0,0,1,0
51143,1,1,52.0,32.95,0,1,0,0,1,0
51144,1,1,57.0,71.27,1,0,1,0,0,1
51145,1,3,30.0,8.68,1,0,0,0,1,0
51146,0,2,57.0,66.75,0,1,0,0,1,2
51147,1,3,35.0,62.4,1,0,0,1,0,1
51148,0,1,23.0,71.86,1,0,1,0,0,2
51149,0,3,25.0,22.31,1,0,0,1,0,0
51150,0,2,28.0,10.34,0,1,0,0,1,0
51151,1,2,7.0,33.78,1,0,1,0,0,1
51152,0,1,46.0,28.55,0,1,0,0,1,2
51153,1,2,27.0,28.41,0,1,0,0,1,0
51154,0,3,4.0,10.98,1,0,0,0,1,3
51155,0,3,30.0,75.89,0,1,1,0,0,3
51156,0,3,22.0,10.3,0,1,0,0,1,0
51157,1,2,38.0,32.0,1,0,1,0,0,0
51158,0,3,2.0,36.03,0,1,0,0,1,3
51159,1,1,46.0,207.39,1,0,0,0,1,0
51160,0,2,60.0,8.53,0,1,0,0,1,0
51161,1,1,59.0,25.9,0,1,0,1,0,0
51162,1,3,52.0,27.95,1,0,1,0,0,1
51163,0,1,52.0,20.23,1,0,0,0,1,0
51164,0,3,17.0,10.47,0,1,0,0,1,2
51165,0,3,64.0,12.33,0,1,1,0,0,0
51166,0,2,40.0,11.88,0,1,0,0,1,0
51167,0,1,62.0,49.49,0,1,0,0,1,0
51168,1,1,47.0,32.75,1,0,1,0,0,0
51169,0,1,64.0,86.81,0,1,1,0,0,4
51170,1,3,5.0,33.43,1,0,0,0,1,5
51171,1,3,31.0,12.01,0,1,0,0,1,0
51172,1,1,56.0,7.8,0,1,0,0,1,0
51173,1,2,25.0,24.71,0,1,0,0,1,1
51174,1,1,39.0,57.31,1,0,0,0,1,2
51176,0,1,43.0,65.29,0,1,0,0,1,0
51177,0,3,23.0,11.27,0,1,0,0,1,0
51178,1,2,48.0,23.96,0,1,0,1,0,6
51179,1,2,52.0,26.19,1,0,0,1,0,0
51180,0,1,51.0,83.94,1,0,0,0,1,3
51181,1,3,65.0,9.36,1,0,1,0,0,0
51182,1,2,24.0,14.6,1,0,1,0,0,0
51183,0,1,61.0,28.97,1,0,0,1,0,1
51184,1,3,34.0,195.78,1,0,1,0,0,0
51185,0,3,29.0,12.02,0,1,0,0,1,0
51186,1,2,38.0,34.94,1,0,0,0,1,1
51187,1,2,10.0,25.49,0,1,1,0,0,0
51188,0,3,7.0,6.6,0,1,0,0,1,0
51189,0,3,31.0,8.25,0,1,0,0,1,0
51190,0,2,26.0,9.21,1,0,0,0,1,0
51191,1,2,27.0,26.56,1,0,0,0,1,0
51192,1,2,63.0,9.29,1,0,0,0,1,0
51193,0,1,27.0,66.15,0,1,1,0,0,1
51194,0,2,64.0,22.52,0,1,0,0,1,0
51195,0,1,22.0,28.48,1,0,1,0,0,0
51196,1,3,69.0,21.54,0,1,1,0,0,0
51197,0,3,31.0,9.63,0,1,0,0,1,2
51198,1,2,52.0,11.97,1,0,0,0,1,1
51199,0,2,64.0,8.21,0,1,0,0,1,0
51200,1,2,41.0,32.39,1,0,1,0,0,1
51201,0,3,49.0,9.64,1,0,0,0,1,0
51202,0,2,27.0,23.94,0,1,0,0,1,0
51203,1,2,55.0,6.99,1,0,0,0,1,0
51204,1,2,37.0,7.44,0,1,0,0,1,0
51205,0,3,39.0,24.12,0,1,0,0,1,0
51206,1,2,36.0,26.77,1,0,0,0,1,0
51207,0,3,2.0,29.2,0,1,0,0,1,3
51208,1,1,30.0,86.83,1,0,1,0,0,3
51209,0,3,63.0,10.66,0,1,0,0,1,0
51210,1,2,69.0,27.64,1,0,1,0,0,0
51211,1,2,52.0,34.33,1,0,0,0,1,2
51212,0,2,56.0,9.65,0,1,1,0,0,0
51213,1,1,51.0,33.49,1,0,1,0,0,1
51214,1,1,45.0,30.82,0,1,0,0,1,3
51215,1,3,4.0,9.53,1,0,1,0,0,0
51216,0,3,56.0,10.0,0,1,0,0,1,0
51217,1,2,69.0,26.66,1,0,1,0,0,0
51218,1,2,65.0,79.71,0,1,0,0,1,2
51219,1,2,38.0,31.11,0,1,0,0,1,2
51220,1,1,43.0,24.28,1,0,0,1,0,0
51221,0,1,47.0,63.58,0,1,1,0,0,2
51222,1,1,31.0,89.29,0,1,1,0,0,0
51223,1,2,14.0,28.95,1,0,0,0,1,0
51224,1,1,41.0,11.84,1,0,1,0,0,1
51225,1,2,40.0,36.3,1,0,0,0,1,5
51226,0,1,59.0,10.74,0,1,0,0,1,0
51227,0,3,46.0,38.31,0,1,0,0,1,1
51228,0,2,20.0,29.59,0,1,0,0,1,2
51229,1,2,44.0,6.81,1,0,1,0,0,0
51230,0,1,35.0,221.34,0,1,0,0,1,3
51231,0,2,12.0,22.33,1,0,0,0,1,2
51232,1,3,27.0,9.17,1,0,0,0,1,0
51233,1,2,38.0,12.25,0,1,0,0,1,0
51235,0,2,35.0,72.71,0,1,1,0,0,2
51236,1,1,42.0,247.26,1,0,1,0,0,0
51237,0,3,68.0,11.8,1,0,0,0,1,2
51238,0,1,64.0,26.09,0,1,0,0,1,0
51239,0,3,52.0,21.85,0,1,0,0,1,0
51240,1,3,23.0,28.6,0,1,0,0,1,1
51241,0,3,3.0,34.1,1,0,1,0,0,3
51242,0,3,57.0,13.62,0,1,0,0,1,0
51243,1,1,49.0,119.41,0,1,0,1,0,0
51244,0,3,54.0,10.23,0,1,0,0,1,0
51245,1,2,32.0,23.03,1,0,0,0,1,0
51246,1,1,68.0,25.26,1,0,0,1,0,1
51247,1,3,40.0,66.4,1,0,0,0,1,2
51248,1,1,54.0,143.07,1,0,1,0,0,1
51249,0,3,38.0,13.74,0,1,0,0,1,1
51250,1,2,68.0,37.35,1,0,0,0,1,2
51251,0,3,25.0,22.77,0,1,0,0,1,0
51252,0,3,28.0,5.94,1,0,0,0,1,0
51253,0,3,27.0,107.38,0,1,0,0,1,1
51254,1,2,62.0,23.57,0,1,0,0,1,0
51255,0,1,45.0,31.55,0,1,1,0,0,3
51256,0,1,57.0,196.69,0,1,1,0,0,3
51257,0,3,17.0,13.8,0,1,0,0,1,0
51258,1,1,56.0,62.17,1,0,0,0,1,1
51259,1,3,33.0,6.15,1,0,0,0,1,0
51260,0,3,52.0,4.13,1,0,0,0,1,0
51261,1,3,5.0,33.06,0,1,0,0,1,3
51262,1,1,34.0,30.31,1,0,1,0,0,1
51263,0,3,38.0,9.85,0,1,0,0,1,0
51264,0,3,22.0,12.57,0,1,0,0,1,0
51265,0,2,43.0,28.24,1,0,0,0,1,0
51266,1,3,5.0,10.96,1,0,0,0,1,3
51267,0,3,37.0,27.6,1,0,0,0,1,0
51268,0,3,54.0,30.15,0,1,0,0,1,1
51269,0,1,30.0,173.98,1,0,0,0,1,2
